V200001,V202205 - POST: Most important problems facing the country - mention 1 [text],V202207 - POST: Most important problems facing the country - mention 2 [text],V202209 - POST: Most important problems facing the country - mention 3 [text],V202211 - POST: Most important problems facing the country - most important [text]
418304,The trend away from the Bible,-9,-1,-1
418366,WANTING TO MAKE THE WORLD POPULATION SMALLER AND NOW THEY ARE DOING//,THE HOMELESS THE HOMELESS PERCENTAGE IS REALLY HIGH//,THE FOOD SUPPLY HUNGRY CHILDREN//,THIS VIRUS ELIMINATING THE WORLD POPULATION//
418397,unity - the media divides us with race,-9,-1,-1
418465,We need term limits in Congress.,Lack of respect and honor,Corruption in government.,Corruption.
418472,"Abortion rights, preservation of democratic norms, gun control, racial justice",Reëstablishing our foreign reputation,Congressional gridlock and the rising of the Qanon conspiracy theories,Abortion rights
418489,bad country thats all i have to say,no there is not,no i cant not,killing killing
418496,Wage gap - I feel that the salaries for C level positions are not proportional to the workers salaries.,Separation of Church and State - I feel too much religion is direction national decisions.,-9,Wage Gap
418519,Proverty and no income or money,The people that who are in authority that is not doing there job.,We need health care,Proverty jobs
418526,-5,-5,-5,-5
418533,minimum  wage increase,bringing back up the economy to pre-covid,-9,economy
418540,"The pandemic, the leaders of our country, the division of the people, and crime.",I have a problem with how the government allows the banks to charge consumers high intetest rates and pay very low rates on their savings. Something is wrong with this picture.,"Pandemic,",Pademic
418557,Socialism,-9,-1,-1
418571,"economy, politicians",-9,-1,-1
418595,"we're giving COVID too much control over our lives as people are not dying and yet we're allowing it to control how we live our lives which affects our economy. People need to get back to work, kids back in school, etc","we need some time of oversight as to what the media can post and pass off as fact. Not limit freedom of speech but we should have some kind of ""Fact Checkers"" to relay the objective truth...It should be led by Neil Degrasse Tyson, and structured like NPR",Remove the minimum wageterm limits for Senators and Representativesno salaries for our elected officials - they should work for free,"People trust too much in the government at the point where they refuse to think for themselves. They think they have to rely on the government and the media to provide them with all of their info. This is an old way of thinking, people need to wake up!"
418618,"covid pandemic, infecting & killing too many people, affecting businesses, especially small business, containing the virus has been handled poorly.","economy, loss of trust in the US by other countries the world, rise of radical groups in the US",-9,"right now, covid"
418625,Identity politics and cancel culture,too many to list,-9,cancel culture
418656,"Covid 19, The Environment, Wage Inequality",Racism,-9,Covid 19
418700,corona virus and uneployment,corona virus is the number one probleme were are facing in amoerica right now,-9,i say its the corona virus at the moment
418755,GROWING LOSS OF OUR FREDOM,CHALLENGES TO THE JUDICIARY,UNUQUAL RIGHTS OR OPPORTUNITIES FOR ALL AMERICANS,A RESURGENT CHINA
418786,"social justice, race relations, marriage equity, wealth gaps, student debt, insurance",-9,-1,-1
418816,keeping people united,need polite and decent language,gap between rich and poor increasing,unity
418823,"The divisiveness and the fact that everyone thinks we should be ALL Republican or ALL Democrat, or else they will just refuse to be happy and instead will move to Canada or some island if they don't get their way.  And neither Obama nor Trump were respectful to the opposing side, but instead instigated even more divisiveness in an ""us"" against ""them"" presidency.  No one respects anyone else's beliefs or even their right to have one, unless it agrees with their own.  It's awful.","The inability of this country-- both politicians and people-- to deal with this pandemic in a fair and respectful manner.  Why are hospital ICU's still of limited size and staffing after nearly a year??  Why are people being forced to close their businesses indefinitely, rather that be allowed to operate with appropriate health precautions?  Why is a person-- ANY PERSON-- considered ""non-essential""?  Is it not ESSENTIAL that they be able to pay their bills and support their family??  If someone has a job and works to support themselves or someone else, THEY ARE ESSENTIAL!!!","Come 2021, let's see statistics on how many children were abused or killed because they were made to school at home in an unstable home.  Let's also see statistics on how many suicides happened as a result of a mom or dad losing their job or their business followed by their home.  Let's see the numbers on how many families became homeless, or how many more people turned to drugs and alcohol to numb the pain, or the number of prisoners who were released due to COVID and committed even worse crimes while they were loose.  That last one just grinds my gears-- Prisoners let out so they wouldn't catch COVID while the elderly in nursing homes were KEPT prisoner from seeing their family or friends.  The elderly have died in droves, but the criminals are still ""safe"".  Ugh.",Divisiveness
418878,the precious of groceries today and the people that are on food stamps only get $109 or $85 you can't live off that the children have to get back in school because the parents don't know how to do their arithmetic and they're having a hard time teaching their children at home as far as the President of the United States I feel a little uncomfortable but we have to give this man a chance to see what he can do for America Donald j Trump did do a wonderful job for everyone trying to get jobs but this year election was very sad it made me cry to see people act so crazy our police departments need more help and support they're saying they're going to take their pay away from them and knock it off that's going to hurt their families also they have a dangerous job out there they get killed on a line of duty their children are left with no Daddy this is a serious topic and I think law enforcement should have more help than what they got and as far as the protests go black lives matter that would have been nice if they wanted to hurt people and kill cops and kill children I don't support anyone like that and that's why I'm down on black lives matter I don't care for it at all and I would,I feel they should make some changes in the White House no offense I'm not against it but the people in the house are very old and I think when they get to a certain age they should come out of politics out of the White House and put a younger person in the house and I think the world would run a lot smoother because the people that are in the house now are from the olden days and they're going by that rule not by today today has changed America's changed a lot we have a new generation of young kids who just don't care and we need younger people to understand this and they can see it and help it get better I don't think anybody in the White House cares the reason why they don't care about the people that died on the line of duty they don't care about the children out got killed the innocent children I think there should be a change in the White House,housing people can't rent an apartment anymore on low income middle-class people can't afford it food prices are going up children's traffic and traffic and children A drugs,shortage of jobs shortest of support in your family because of what's going on right now with the virus it's hurting a lot of people I don't think they should close businesses I think that people should get a big fine if they don't want to wear their mask because they have no respect for other people
418908,"Unchecked carbon emissions have lead to a rapid change in climate patterns, and it's likely going to drive humans to extinction through a variety of issues-- extreme weather, fire, lack of access to water, declines in agricultural production, massive migration as various coastal areas become inundated and desert areas become too hot for human life... the list goes on.","Systemic racism has lead to widespread police violence against non-white people, imprisonment and kidnapping of Latino children at the border, and a variety of other forms of oppression",Healthcare costs are far too high for the average family to afford.,"Climate change. If we don't do something about that, the entire species is going to be toast."
418915,"natioal security, covid-19",trump supporters dividing the nation,racism,national security
418946,The biggest threat to the country is socialism.,Attacks on the Constitution.,Spending money on other  countries when we have homeless here.,attacks on the Constitution.
418984,Economy. Our economy is in a shambles and feel the worst is yet to come,Pandemic. Lack of Federal response has created a staggering problem that continues to grow,-9,Both seem to be intertwined. The sooner we can get the virus under control the sooner our economy will rebound. Am optimistic we have a chance now that Trump is gone
419000,Economic growth and the investment market,"International issues with China, Russia, Middle East. Domestic issues with such as liberals wanting to eliminate the oil production, illegal alien's, possible market  (DOW) crash due to Democrats' being in power, defunding the police, subversive organizations (such as Black Lives Matter & ANTIFA) and the current issue of COVID affecting the job market and personal income of American families.",-9,"At this moment, COVID, simply due to the restrictions by elected power hunger government individuals placing such restrictions and oblivious to the effects their decisions are causing families and businesses. Lockdowns have and will cause small businesses to go out of business while big business profit. Families loose income and hardships lead to bankruptcy and loss of homes."
419109,inequality and justice,-9,-1,-1
419123,"covid-19, black lives matter I think everyone should be treated equal",finding a vaccine for covid-19,children's education during the covid-19 outbreak,finding a vaccine for the coronavirus
419192,Covid and all it's doing to harm our country,Polarization of the people.  Never seen it so bad.,Illegal immigration,Covid
419208,I think one of the big issues facing this country is the Workload and payrate for low to middle class citizens. A warehouse worker doing manual labor should at a minimum be able to make a living wage. We need more balance in the economy.,"Marriage equality, racism and sexism.",-9,The economy
419215,"COVID, Employment, Policing",-9,-1,-1
419239,"Equality, no equality in school, jobs, in healthcare, with being female or a POC.","Racism, I am shocked at how many people will hate you just because of the color of your skin, and not because of your character","Homelessness, why are people in the streets, families and children and the mentally ill.",Equality
419291,COVID-19 pandemic,"Climate change - our planet is getting warmer, storms are getting more intense",Healthcare - many people cannot afford healthcare so they have to deal with immense medical debt,COVID 19
419307,"covid economy.   the massive lock down shut down the economy.  now, more stimulus is needed but congress cant agree so the people get punished.","the way people cant have different opinions anymore.   due to this, there is so much social problems and fighting.",-9,economy
419352,people are not being told the facts about what they need to know to make informed decisions,political puppets running the goverment,the people that were elected are not allowed to do there jobs.,lies from government
419390,strong hatred between parties and feel like many people dont fall into either party,people look to far into things,-9,should have some other party that favors more human rights and also favors lower taxes and opposing big government
419413,"Division. The united states is divided at its core, there are families and friendships being torn apart by political affiliation. You can no longer accept that someone believes differently than you do, or voted differently than you did. The media teaches that those who disagree with what they believe, (whichever media you watch, they all do it.) are wrong and should be persecuted and that is why the vote was so close. It is because there are more people on both sides than either group wants you to believe there are.","Inaction. Nothing meaningful ever changes or ever will, the country will never unite under such divisive leadership that can say that anyone who voted against them is deplorable, or in contrast have someone in power who cannot accept defeat. Neither attitude brings about unity, just more division.",-9,division
419444,"equality for black, brown, women, and other people of color!!",health care - we need a more universal plan. maybe not completly free but something has to change,the cost of higher education has gotten out of control,equality for people of color and women
419451,SEPERATION WE ARE ONE NATION NO ONE IS BETTER THAN ANY ONE ELSE,-9,-1,-1
419468,"Covid-19 and the sickness and deaths of people all over the world. I am very disgusted with how Trump has handled it. The USA should be way behind other countries in deaths and infections, but we are one of ghe top. Our politiciand on the Republican side have politicized it and ignored it.",Hunger. There is no excuse for the USA should have children and adults (including Veterans) waking up and going to bed hungry. With the wealth of the top 1% alone vontribuying we could wipe out hunger.,Immigration and the locking up of innocent children who have been separated from their parents.,"Covid-19. without getting it under control, everything and everyone suffers."
419482,COVID19Economy Unemployment Political polarizationPolice brutality,-9,-1,-1
419512,lackof respect for the comstitution,tribalismdividing americans by their identifiers instead of uniting behind our common hostory and ideals,reopening our economy after covid,tribalism
419550,So many people unable to feed their families. How come there is so many poor people.//,Our roads and bridges peers and waterways need repair.//,the rifle association. Guns are too availible to people,Poor People
419567,Trump in office,Covid-19 is spreading,many people are homeless,Trump
419604,"Economy, Leadership, and Racism.",Division in the country due to Donald Trump,"Government not doing enough for struggling families, as it our tax dollars.",Racism
419611,budget deficits,immigration,-9,budget deficits
419710,controlling the pandemic,"the threat of trump's sabotaging the incoming administration by removing secdef, pentagon officials, and others in key positions and  replacing with his loyalists; stoking hate groups and continuing to divide thd country",unemployment- getting small businesses help to stay afloat,controlling the  pandemic
419727,The number of people who are food insecure,Fear of losing one's job and salary inequities,Continuing coronavirus pandemic,Food insecurity
419819,Covid-19 and stopping its spread,the divide in the country,there is an immenent recession,Covid 19
419826,"I feel we are facing many serious problems among with the most urgent are; covid19, racial injustice, economic inequality,  lack of leadership from head of government, police violence against minority communities without accountability, declining infrastructure, environmental challenges from climate change, issues with justice department being misused by AG Barr.",Dishonesty by our President and those who fail to call him out.,Affordable healthcare for everyone.,covid19
419833,Cost to live and the work life balance struggle,COVID 19 and the fact that it is out of control,-9,COVID 19
419864,"covid is hurting our country. lives, businesses, and finances of most house holds.",homeless people. Hungry people. unemployment of our country is high.,-9,covid
419871,"Corona Virus, unemployment, race relations, corrupt politicians",-9,-1,-1
419895,ignoring the constitutionincreasing move to socialismbureaucracy,-9,-1,-1
419932,"I think the most important problem in this country is the relentless attack on our constitutional rights wether it be the news media, corrupt government, coronavirus mandates, education systems, the list goes on.","Another great problem our country faces derives from social media networks or big tech who holds so much power when it comes to influence, censorship, etc.",Pharmaceutical companies,The attack on our freedoms and constitional rights
419956,not sure how to,-9,-1,-1
419970,cov 19. homeless hungry obama care,cov 19 we have the vaccine why not give it to the people that are dying,obama care all american should be insured,vaccine for everybody cov 19
419987,lack of support during covid,environmental issues,lack of affordable health care,lack of support during covid
420000,"there are many problems,  covid, the election, the widening division between people","if democrats take control of our government we will lose much of what this country was founded on, the lefts agenda is very disturbing","defund the police movement, there are bad apples in everything, you can take away much of the police force and not expect lawlessness to grow",the outcome of the election
420109,"COVID response, national debt, cost of college, ballooning defense budget.",-9,-1,-1
420116,Unemployment rate is increasing little bit but still we need more job creation.,Global Public Health.,Human Rights and Access to Justice.,"When people are sick or hurt, they need access to medical care to get better especially COVID-19."
420147,racial and media,-9,-1,-1
420161,corrupt court systems,politicians that get paid to do nothing for the people,fake media and propaganda,corrupt court systems
420239,"The economy affected by the covid lockdowns, and getting the pandemic under control.",the damage being done to the environment,-9,state of the economy
420246,"Racism, violence/killings of minorities by police and white people, not being able to survive financially on pay, lack of health care benefits",-9,-1,-1
420260,In my 30 years of life it seems that racial unrest is extremely high. Democrats and Republicans need to come together to find a solution or an answer as to why African Americans/Black people are still being targeted and oppressed. Our justuce system seems to need an entire overhaul. I would also like to see the President address the DACA group and grant them what they deserve.,National  debt unemployment small business bailout Covid-19 Another Stimulus package,-9,For me personally it is the racial division in this country. I know its is low on others list but It means a great deal to me.
420291,Partisianship is the most important problem facing our country.,China is another major threat facing this country.,-9,Partisanship is the single most important problem.
420338,"Immigration - Freely allowing Mexicans into this country giving them free health care, Social Security, jobs, money, etc.","If the Democrats are allowed to take control of this coun try there will be abortion clin ics on evefry street corner, they will attempt to take away our guns, churches, etc. The US will become a Socialist nation .",-9,Democratic control
420345,COVID child hunger,-9,-1,-1
420352,covid-19 economy racism,I can't think of any,-9,covid-19
420376,"education - not enough funding for schools, should be multiple school paths to choose based on whether studemts plan to go to college or into vocational trades, teach kids real world skills/critical thinking, make higher education more affordable.",coronavirus - complete failure to handle the pandemic. Misinformation and political turmoil have caused this problem to be worse.,climate change,"Currently, coronavirus. Education and climate change are more important in the long run."
420390,proverty economics and immigrants,jobs hungry and we need more shelters,no i covered the issues on the last page,immigrants
420420,"the American people are incredibly divided and distracted by politics. There is a lot of talk and pointing fingers at political leaders and parties when so many social issues could be ratified through “we the people” and our ability to raise awareness, funds. roll up our sleeves and help those in need - not just political action.",people are too aligned with political party to the point that it defines their moral values and serves as a “religion”/identity for far too many.,-9,the devisiveness politics has created among our nation
420499,"support for Education, women and children welfare programs",racism and the divide a two party system creates in our country,-9,Our education system
420505,"The pandemic is surging and because of our political divisions, we are unable to work together to get it under control.",The Cares Act will expire and this will lead to financial hardship for those who were propped up by it. Also this would affect the economy in general because of decreased consumer spending.  Democrats and Republicans need to agree on an aid package.,"Climate change is a growing threat and already we are experiencing more natural catastrophes (hurricanes, wild fires, floods, draught, ect)",We need to work together to get the pandemic under control.
420512,"I think we have an energy crisis that is linked so closely with the broad world-wide issue of global warming; Noone is willing to address the problem head-on or really take the drastic actions that we need. We have an issue with accountability: Politicians, police, businesses.. lots of responsibility without accountability. Ultimately, I think the biggest preoblem in the US is ""selfishness"" - the adoption of a ""me first, me last"" mentality.. as if none of our choices or actions will have an effect on others as long as we shut our eyes tight enough.",Racism is a massive problem; Fundamentalism too (Christian and Muslim communities both).,"I think our leaders need to be more willing to lay their careers on the line to do what needs doing. We have very, very ineffective government that's been swamped by special interest groups and lobbyists.",The issue of global warming. Ensuring that there is a planet for our descendants to live on.
420567,Corona VirusRacismDefunding the policeChina,-9,-1,-1
420581,The division between the country.,Global warming- we are already seeing the effects of climate change,-9,The division between the country
420659,Clear thinking about important issues,"Immigration, Taxes, Freedom, Healthcare",National debt. It's huge!,Clear thinking on important issues
420666,POLICE REFORM,cORONIA-vIRUS,-9,POLICE REFORM
420673,"overpopulation, global warming",-9,-1,-1
420710,over spending by the federal government,globle warming polar ice melting,urben rural split,federal spending
420734,sensless violence,homeless/COVIDCovid has affected all employment and people are trying to keep up with the time they have had to take off due to Covid.,no,Covid
420765,The economy. Business are struggling due to the pandemic hardship and shutdowns. This trickles down to employees and the community.,Immigration needs to be better controlled.,-9,The economy and pandemic recovery
420772,"INABILITY FOR BOTH PARTIES TO WORK TOGETHER. NO TERM LIMITS FOR CONGRESS. GOVERMENT IS NO LONGER WORKING IN THE BEST INTEREST OF THE PEOPLE, BUT FOR THEMSELVES",DISTRACTIONS PUT FORTH BY MAINSTREAM MEDIA,-9,INABILITY OF BOTH PARTIES TO WORK TOGETHER.
420789,theres not enuff work for middle class people. foreigners are taking most of them.,-9,-1,-1
420826,"COVID-19 pandemic, our relationship with other strong countires",-9,-1,-1
420840,"waelth inequity, racial inequity, policing, climate change, gender issues",foreign relations,-9,wealth inequality
420888,rise of right wing hate groups encouraged by our fake president donald j trump,income inequality--gap between the rich and working class people,a health care system based on profit such that millions cannot receive healthcare in the richest country on earth,healthcare for all
420918,division and hatedistrust of diverse peoplepolice violence,-9,-1,-1
420949,Income inequality. Systemic Racism. Seperation of Church and State.,Lack of affordable housing. Healthcare costs. Police brutality.,-9,Income inequality
420956,OUR GOVERMENT     NEED TO REMEMBER THEY ARE FOR THE PEOPLE NOT THEIR SPECIAL INTREST,CORONAVIRUS   HOW TO MAKE LIFE HEAL ITSELF,-9,OUR COUNTRY IS TOO DIVIDED    COMING TOGETHER   ALL PEOPLE  ALL GOVERMENT RICH OR POOR
421003,the way covid 19 is being handled,-9,-1,-1
421034,Covid not enough safety and prevention plans,possibly losing Obamacare,-9,Covid and healthcare
421058,"Racism, Trump supporters, climate change, COVID, health care, economy","Supreme Court, electoral college, immigration, police brutality, homophobia,",-9,COVID
421089,-1,-1,-1,-1
421119,division    i believe our country became very divided with president obama.  black & white folks were simply accepted together in our communities.  president obqmq left our country & appologized for america.  shame on him !,-9,-1,-1
421126,Covid-19EqualityPolice Racial Profiling,Social Media is a huge problem due to its negativity. People are very quick to be negative and say unkind things. People are very quick to report untruths versus truthful facts.,-9,"Right now, Covid-19"
421218,Currently pandemic. Politics in general - Will of and concern for citizens of the US is not important anymore. Could be doomsday for US.,"Don't think we are ""Under God"" anymore.",-9,-9
421232,"Job lossesGlobal WarmingPolarization in AmericaIllegal immigrants, not enough jobs",Global Warming- fossil fuel usage produces excess of greenhouse gases,"Polarization of Americans- Too much division by extreme left and right politics, exacerbated by media/social media talking heads who lie, and exaggerate in order to promote agendas at the cost of democracy and social well being of our country.","Job losses-  Stopping job losses, creating new job opportunities (especially in manufacturing sector) would promote a stable  economy which in turn deflect so much rancor by unemployed/underemployed Americans (especially the undereducated) who think the government cares more about immigrants"
421287,inequality -gender and race,Inequality -race and gender Divide due to political preferences,Divide due to political preference,Inequality-rance and gender
421331,China controlling  our policticians.,Left wing democrats trying to make our country go to socialism.,Covid shut downs are killing certain cities.,China interfering with our politicians and our economy.
421379,The misinformation from the mainstream media and the censorship of the big tech companies. They have divided this country with lies and cover-ups. We no longer have a free and fair press. The division in this country is tragic,"Our education system is run by the unions. Our students are being dumbed down still from the ""no child left behind"" debacle. The money given to the school systems is mostly wasted. Charter schools should be allowed and given tax dollars.","Health care and the horrible aftermath of Obamacare. It ruined our healthcare system, and people actually are out there saying how great Obamacare is! The affects of Obamacare were tragic and we're still paying the price. Premiums skyrocketed, couldn't keep our doctors, many doctors left their practices, etc. My family was terribly affected in many ways by this terrible piece of legislation.","The divide between liberals and conservatives caused by media, big business, and big tech. They are running our country and they are destroying it. The fallacy of ""Black Lives Matter"", the destruction of the cities around our country, Antifa, the hatred of President Trump and the lies that are told about him by the media and big tech censorship. We have many dirty people and organizations that are destroying this country."
421430,The country is divided into very separate factions. We need to find a middle ground. The violence is frightening and destructive.,Coronavirus/covid 19,The race riots are tearing some cities apart. The violence and hate is a threat to what the United States is supposed to stand for.,Covid19
421454,Systemic racism,Handling the coronavirus pandemic,Economic justice / income disparity,Systemic racism
421478,Trump's childish loosing elections behavior which is NOT reasonable for regular transfer of powers to safeguard united states citizens!,The never ending  White Supreme Christians that are no longer a reigning population and never will be again! Every human is of equal value,-9,All people matter.
421508,Health crisis..pandemic,-9,-1,-1
421553,the biggest problem is division,-9,-1,-1
421560,the effect on immigration i hope it will improve//,better the economy//,no miss//,the economy//
421577,COVID-19 is the most important problem facing this country right now.,The ever widening gap between middle class and upper class.,Climate Change--and how it is drastically affecting the various states.,COVID-19
421584,racial tensions,corona virus,-9,COVID
421591,Pandemic and how this administration is discounting the doctors decisions and recommendations.,The Country becoming divided because of the racist rhetoric by this current administration.,Health care for existing medical problems.,Pandemic with over 1000 people becoming affected on a daily basis.
421614,Divided Country,Bad Racism,-9,Divided Country
421621,A vaccination for COVID and bringing us back together/divided nation,I feel that Democrats really needed to find a better individual than biden but now that he is elected we need to get behind him - and find a vaccination for COVID before our country falls into such bad financial shape we cannot come out of it,-9,COVID
421652,TO MANY PPL OUT OF WORK,THE VIRUS AND GETTING A VACINE THAT WORKS,ROITS IN THE STREETS LOOTING KILLING,GETING A VACINE FOR VIRUS
421669,Covid-19 and Raceism,the divided country,-9,Covid 19
421706,"Covid virus,polarized political parties,structural violence/inequalites,decaying infrastructure",attention to environmental concerns,-9,structural violence/inequalities
421805,the pandemic and the presidents mishandeling of it as well as not allowing the preident elect a smoother transision by conceeding,the general discourd and division of our fellow americans with each other.,-9,the pandemic
421843,coronavirus pandemic,-9,-1,-1
421898,Health care costs and the economy,-9,-1,-1
421911,Covid. Getting people immunized. Getting small business help to survive.  Jobs. Money.,-9,-1,-1
421928,Not becoming a socialist country!,Foreign police- America first; No lockdowns!  The human price is insane.,Religious freedom and limited state government to restrict,Fight socialism
421942,covid care a clear direction,-9,-1,-1
421966,"unemployment, covid-19",Racial injustice,Unemployment and low wage,Covid -19
421980,affordable Health Care. funding social security. Trade with China.,"protecting our pre-born children, religious rights, equal opportunity",-9,health care
421997,covid pandemic with rising numbers of cases,economy - how it’s been affected by political discord,rising national debt,covid
422020,"coronavirus, economy, hate and devisiveness,","healthcare, racial inequalities",-9,coronavirus
422051,"Covid-19, International relationships, Medical Insurance",China's rise in politicla and finacial power.,"The ""new"" republican party. It is now a party of fashists.",TRUMP
422068,Covid 19 and the effect it has had on the working people.,-9,-1,-1
422082,"That people cannot make a decision other than what their party affiliation calls for. One party could have the answer for cancer, starvation and climate change and the opposing party would not vote for it.",Covid-19. It is affecting the economy and has cost so much unemployment.,"National debt. I have to balance my checkbook each month, why can government not either curb spending or raise taxes to the necessary level to balance their checkbook.",Covid-19.
422167,immigrationnational debteconomy,economy. loosen pandemic restrictions,-9,pandemic
422174,"Economy, rioting, health, education",-9,-1,-1
422204,President Trump,-9,-1,-1
422228,"Right now, it the Corona Virus; normally my answers would be Economy/Gap between rich and poor, Health Care, Violence/Racism","Sorry, I answered that in my previous answer.",My apologies for messing up these questions by noting them all in the first question concerning problems facing this country.,"Corona Virus, besides our people dying, it's affecting the economy."
422235,Covid-19,Racism,High unemployment (due to Covid19),Covid19
422334,"The COVID-19 pandemic; the confirmed cases have been rising recently, causing more loss in jobs and employment rates.","The U.S economy is very concerning at the moment, especially the wealth gap between the rich and the poor.",-9,COVID-19 is the most important.
422372,"Pandemic, healthcare, social injustice",Economy.  Loss of jobs snd small businesses.,Supreme Court is too conservative.,Pandemic
422389,CREEPING SOCIALISM,GOVERNMENT IS TOO BIG-SPENDS TOO OF OUR COUNTRY WEALTH-REGULATES TOO MUCH,NATIONAL DEBT - WE CAN'T CONTINUE TO RUN ON BORROWED MONEY,CREEPING SOCIALISM - PEOPLE THINK EVERYING FROM THE GOVERMENT IS FREE - SOMEBODY HAS TO PAY.
422402,Legalized Abortion,Rising National Debt,Election Fraud,Legalized Abortion
422426,"racism, income disparity, classism",-9,-1,-1
422495,THE KILLING OF BLACK PEOPLE IS OUT OF CONTROL & THE LACK OF PROSECUTION,GETTING THIS VIRUS UNDER CONTROL SO WE CAN GO BACK TO WORK AND BACK NORMAL LIVING,-9,BLACK LIVES MATTER!!! STOP KILLING BLACK PEOPLE HOLD THE COPS ACCOUNTABLE SINCE THEY KNOW THEY WILL NOT BE CHARGED THEY CONTINUE THE RECKLESS BEHAVIOR
422525,racismclimate changepovertylack of taxing the richanimal rightshuman rightseducationjob pay for certain jobsobesityhealthcarecost of utilities,"equal rightswomen, blacks, transgender, gay not getting equal rights",cost of education,climate change
422549,race difference,no,-9,racisum
422563,covid 19 mitigation,Rebilding the economy after covid,-9,covid
422587,Hungry homeless,Affordable and reliable healthcare,Anger at state of America,Hunger
422594,"covivd crisis, global warming, health care","immigration, law enforcement, infrastructure",equal pay for all,covid control
422617,"LIBERAL PROGRESSIVES DEMOCRATS, SOCIALISM, MARXISM//","PRO-CHOICE, PLANNED PARENTHHOD IS PRO-LIFE//","EDUCATION, HEALTH IT SHOULDN'T BE UNIVERSAL SHOULD BE PRIVATE AGAINST GOVERNMENT CONTROLLED INSURANCE. MORE FOR CAPITALISTIC PRIVATE INSURANCE CHOICES//",SOCIALISM IS THE PROBLEM WE ARE FACING//
422693,The inability to find compromise by governemnt.,Income inequality.,Access to affordable healthcare.,Income inequality.
422709,Disinformation/misinformation,COVID-19,Attacks on democracy,Disinformation/misinformation
422730,Election integrity,censoring political views on social media,national debt,Joe Biden
422754,"Extremist progressives, BLM and Antifa",Media,-9,Extremist Progessives
422761,-5,-5,-5,-5
422778,Income inequality is leading to a large portion of US citizens that are able to be swayed by complete nonsense.  Anti-intellectualism is at an all-time high.,Gun violence - as soon as the country re-opens we will start having mass shooting on a regular basis.,"Well, sure.  Global Warming.  Rising Healthcare costs.  Steadily increasing national debt.",Income in equality and anti-intellectualism.
422808,"racism, police britality",-9,-1,-1
422815,Cohesiveness - The country needs to come together and stop allowing everyone from politicians to the media to continue to divide the country. We need to work together to make our country strong.,-9,-1,-1
422822,There is so much division in this country for the past 4 years.  It's scary to think of what some people will do.,The economy is in deep trouble.  There is widespread unemployment and small businesses are taking the brunt of the economic downturn.,The Corona Virus is out of control and has been for almost a year.,Economy
422846,-5,-5,-5,-5
422853,salaries vs living cost,"insurance costs: car, home, health. seems like there is no regulation and companies lobby in congress has done a great job numbing politician on not paying attention to such problem affecting lot people.","police officers in general and i have noticed in different cities around that, they have developed an approach very hostile on daily basis.",salaries vs living cost
422884,"The coronavirus, and after that the crisis of the cost of education and the fact that people working 40 hours a week cannot, in many places, afford to support a family with a decent standard of living.",-9,-1,-1
422976,We are in a transitional position right now. I worry that Joe Biden is not a strong leader and that he can be manipulated and that our country will be in jeopardy.,I think our borders will not be secure.,I worry that our country will not be respected by other countries.,"If our country loses respect from other countries, it puts all of us in jeopardy."
423016,The divide between polotical parties,Politics in general,Lack of respect for police/authority.,Political divide
423047,Too much hate among people,The politicians are self centered and do not always work together for the good of the people they represent.,People believe everything they see and read in the news and sometimes things are shown or written to fit a story line. We don't get the whole story.,Too much hate
423078,"I think Covid-19 is the most important problem we face in the country right now. If we don't get it under control, there will be more division and death here.",Another huge problem is the divisiveness that currently exists in our country. I don't see how we move forward without finding a way to disprove the many conspiracy theories that permeate our society and find common ground.,"I think the ever growing disparity between the ""haves"" and ""have nots"" is a very important problem.",I believe the Covid-19 crises is the most important problem.
423108,HIGH TAXES AND DEFUND THE POLICE.,"ELECTION FRAUD, HACKING INTO COMPUTERS.",MOB RULE IN BIG CITIES.,TOO MUCH HATE AND ILLEGAL DRUGS.
423115,Forcing liberal agendaeceonomy,voting Fraud,-9,forcing liberal agenda
423122,"Covid-19, climate change and the economy.",Racism.  With Trumps election it seems that the racists came out of the closet along with the militia's.  Our country really needs to try to eliminate systemic racism.,"Wealth inequality.  The gap between the poor, middle class and the wealthy has only gotten worse under the Trump Administration.",Climate change.
423153,democratic agenda. blm,liberals and their lack of response to rioting.,being politically correct.,democratic idealistic views.
423177,the unwillingness for congress to work together,"Covid-19, the impact the virus has on businesses and employees",illegal immigrants/DACA program,unwillingness for Washington to work for the people
423207,"racism, police brutality, homeless crisis, education in low income neighborhoods, better food options in low income neighborhoods, rights taken away for women to choose what they want to dk with their own body",student debt and city colleges should be for free,-9,racism
423214,systemic racism,inadequate covid 19 response,prison overcrowding,systemic racism
423245,Pandemic and racism,"Economics, jobs, and schools needing more support",-9,pandemic
423276,"covid, healthcare, wealth gap, global warming, greed",-9,-1,-1
423283,DIVISION AMONG THE NATION-INEQUALITY,POLITICAL SYSTEM ALTOGETHER,HOPE FOR UNITY-ACCEPTANCE OF OTHER PEOPLE,THE UNITY AMONG PEOPLE
423290,"Economy, defense and education",-9,-1,-1
423368,The constant need by many americans to feel smarter than everyone else in the room by attributing everything to conspiracy theories.,"War on Education - American institutions promotinf revisionist or imcomplete accounts of history, downplaying critical thinking skills, etc",voter suppression,war on education
423375,covid 19 and how we are handling it,-9,-1,-1
423443,race issues,-9,-1,-1
423467,Need more jobs .,More jobs and need more help with the pepole,No not at the moment .,More bernfits and Health plans .
423474,gun violence. it's not safe and we take a huge  risk leaving our homes.,-9,-1,-1
423504,Environment and jobs,-9,-1,-1
