name,path,,age,belief.in.god,condition_number,contribution,correct.crt.answers,country.of.residence..232.us.,datelastaction,datestarted,decision.time,education,failed.comprehension,faith_in_int,female,how.much.do.you.trust.people.in.your.life,id,income,intuitive.crt.answers,ipaddress,length.of.priming.paragraph,need_for_cog,normalized.contribution,obeyed.time.constraint...1.if.from.condition.without.time.constraint.,physical.lab,prediction.of.others.mean.contribution,previous.experience.w.econ.games..1.none.,primed.for.intuition,primed.for.reflection,priming.paragraph,risk.taking,social.risk.taking,strategy.description,time.delay,time.pressure,time.reading.instructions,time_pred,txtorg_id,us.resident,what.cont.maximizes.group.payoff,what.cont.maximizes.your.payoff
,,332,38,1,11,20,3,232,4/24/12 13:33,4/24/12 13:25,14,6,0,5.2,0,8,778,8,0,128.163.7.150,8,8.9,0.5,0,0,na,3,0,1,"i was being interviewed for a new position at the university. i applied myself to finding out as much about the position as i could. i reasoned that the more i knew about it, the better prepared i could be for the interview. i met with people r",9,4.1,"i realize that i would be getting less overall, but group dynamics and cooperation are important concepts to me personally.",0,0,27,na,4d14c3e0-7591-11e2-89cc-88532e617cea,1,40,0
,,333,33,1,11,0,1,61,4/26/12 5:55,4/26/12 5:37,12,5,0,7.3,0,10,1484,4,2,190.124.70.175,9,9.5,0,0,0,na,3,0,1,"my boyfriend and i were having problems, i was not sure i loved him anymore. it was christmas last year and he went away on a cruise with his family for the holidays. while he was away i met someone else. i wanted to buy a cellphone and he was",11,2.6,i wanted the gain as much as i could for myself.,0,0,93,na,4d14e050-7591-11e2-89cc-88532e617cea,0,40,0
,,334,33,9,11,40,3,232,4/26/12 22:28,4/26/12 22:12,37,5,0,5.8,0,7,1763,5,0,67.49.175.13,9,6,1,0,0,na,2,0,1,"much thought went into making the decision to return to work. my son is only nine months old, and i have been a stay-at-home dad since his birth. i had thought about remaining unemployed for at least a year. in any event, i wasn't looking for a",4,2.3,"i decided to contribute my entire $.40, knowing that i might not get that much in return. since $.40 really isn't much, i thought that working for the greater good of the group would be the right thing to do and the best way to ensure some retu",0,0,76,na,4d14fc98-7591-11e2-89cc-88532e617cea,1,40,0
,,335,32,10,11,0,3,232,4/27/12 5:09,4/27/12 4:42,6,3,0,7.4,1,5,1826,4,0,69.217.48.219,9,7.2,0,0,0,na,4,0,1,i was going to bid on a contract job for the usps. it would be a lot of responsibility. it would also mean giving up my current job. i have never had my own business so there was a lot of new information. i had to weight the costs and benefits.,4,2.4,i wanted the most money that i could get for myself.,0,0,40,na,4d151f52-7591-11e2-89cc-88532e617cea,1,40,0
,,336,53,1,11,26,3,232,4/24/12 9:50,4/24/12 9:42,11,4,1,7.5,0,3,724,2,0,24.140.147.18,10,7.7,0.65,0,0,na,2,0,1,"when i was trying to decide between 2 different cities in which to move. i wasn't sure whether to move to new orleans  or seattle. i had to weigh the pros and cons of both places... i.e. prospective employers, cost of living etc. i could start",2,3.2,i assumed everyone would contribute very little,0,0,10,na,4d15533c-7591-11e2-89cc-88532e617cea,1,30,6
,,337,19,10,11,40,1,232,4/24/12 15:23,4/24/12 15:10,14,4,1,7.6,1,5,815,6,2,69.85.216.191,8,5.5,1,0,0,na,2,0,1,i have always loved wakeboarding. it is something that i have been doing every since i was about 8 years old. i compete regionally and nationally and have competed once internationally. recently i was injured in a really bad wakeboarding accide,7,2.2,i was brought up in the church and i read the bible daily. how can you look around at this beautiful earth and not believe in a god-,0,0,46,na,4d1583de-7591-11e2-89cc-88532e617cea,1,40,40
,,338,25,10,11,6,0,232,4/25/12 19:37,4/25/12 19:22,22,4,1,8.1,0,2,1265,6,3,174.96.199.115,10,8.8,0.15,0,0,na,1,0,1,"i was born and raised in chicago, il. i loved everything about my city from the downtown breeze to the various foods that were offered. however, lately i felt that i needed a change. i considered various locations. i finally settled on charlott",5,3.7,i just took a chance. i try not to worry about what other people are doing. i try to just be responsible for my end.,0,0,98,na,4d15b4b2-7591-11e2-89cc-88532e617cea,1,40,2
,,339,38,8,11,30,2,232,4/27/12 22:31,4/27/12 22:16,51,6,0,4.7,0,7,2011,8,1,99.65.118.46,8,8.4,0.75,0,0,na,3,0,1,"as i was finishing college, i decided to attend graduate school.  however, i was unsure where to go.  so i did some thorough research to learn more about my options.  i discussed the matter with my professors to get their opinions.  i also cons",4,2.4,"i chose to contribute a significant amount to the group, but held a little bit back as a hedge in case the rest of the group did not contribute; that way i wasn't left with (virtually) nothing.",0,0,308,na,4d15e4c8-7591-11e2-89cc-88532e617cea,1,40,0
,,340,32,1,11,40,0,232,4/24/12 22:31,4/24/12 22:10,4,5,0,5.7,1,8,972,6,2,50.37.82.251,8,7.1,1,0,0,na,3,0,1,"a few days ago, my sister called and was very upset.  she was having trouble putting together a social studies curriculum for her first grader.  she'd looked at several textbooks and read several homeschooling forums on social studies instructi",3,2.2,"i'm hopeful that the other participants will assume that no one else will keep all their money, so it wouldn't make sense for me to do so either.  i'm hoping that everyone will choose to maximize the group's payout.  and since the sum involved",0,0,48,na,4d16175e-7591-11e2-89cc-88532e617cea,1,40,0
,,341,25,1,11,12,3,232,4/27/12 8:48,4/27/12 8:35,36,5,0,5.4,0,6,1851,3,0,24.20.13.80,10,6.1,0.3,0,0,na,3,0,1,"recently, i had to be somewhere at a certain time.  unfortunately, i discovered that the battery in my car had died, so i could not use it to get where i needed to go.  i had to think carefully about the situation, and what alternatives were po",4,2.4,"i figured keeping all of my money would be the most beneficial for me, but i also felt a little greedy keeping it all so i gave a little bit to the group.",0,0,79,na,4d166394-7591-11e2-89cc-88532e617cea,1,40,0
,,342,25,1,11,0,0,232,4/24/12 21:20,4/24/12 21:06,11,5,0,5.6,0,3,942,4,3,24.22.19.211,9,7.4,0,0,0,na,1,0,1,"while taking classes in undergrad, i was offered the opportunity to coach for their debate team.  when i was in highschool, i used to be a champion debater. however, i was not sure if i wanted to continue to debate in college.  there was a lot",7,2.5,it made strategic sense and i enjoy a bit of a gamble.,0,0,54,na,4d168482-7591-11e2-89cc-88532e617cea,1,40,0
,,343,32,6,11,6,0,232,4/23/12 18:04,4/23/12 17:56,8,5,1,6.3,0,8,323,4,3,71.58.169.203,8,5.8,0.15,0,0,na,1,0,1,i prepared well for my exam. it was a very tough exam. my teacher helped me in preparing. i studied whole night before the exam. i did it well. finally my result came. i scored highest marks. i am happy that i studied hard and got good result.,9,3,i felt like that.,0,0,9,na,4d169ec2-7591-11e2-89cc-88532e617cea,1,14,16
,,344,41,10,11,40,0,232,4/26/12 16:40,4/26/12 16:31,6,4,1,7.3,1,4,1640,5,3,216.66.74.22,9,7.4,1,0,0,na,3,0,1,"my son had been sick for over a week.  we had treated him with otc meds to no avail.  i finally took him to his primary care physician who also did not know what was wrong.  my son was steadily getting worse.  his doctor called his friends, got",4,3.4,it seemed like the best way to go,0,0,48,na,4d16b8a8-7591-11e2-89cc-88532e617cea,1,40,40
,,346,18,5,11,4,0,232,4/27/12 14:53,4/27/12 14:43,9,2,0,8.2,1,5,1900,1,2,152.26.11.1,9,7.8,0.1,0,0,na,2,0,1,"the last choice i had to make was about attending college. first, i had to decide between a university or community college - i chose university, seeing as i knew my major. after that, i had to choose schools to apply to. i was waitlisted by on",11,4.7,"it was a contribution, but not too much of one.",0,0,28,na,4d16ec10-7591-11e2-89cc-88532e617cea,1,40,0
,,347,26,3,11,38,3,205,4/26/12 17:10,4/26/12 16:58,6,5,0,7.7,0,7,1648,3,0,81.44.110.79,8,7.2,0.95,0,0,na,1,0,1,"i used to sail on a semi-professional level, in sailing competitions, every 4 races you discard the worst position when it comes to ranking.out of 27 crews, our crew had the following positions in the 3 first races. 7 2 1. we were 3 in the rank",11,3.8,based on benefiting the group as a whole as much as possible.,0,0,55,na,4d1706a0-7591-11e2-89cc-88532e617cea,0,40,0
,,348,24,1,11,40,2,232,4/26/12 0:40,4/26/12 0:26,7,1,1,8.1,1,5,1362,1,1,67.167.59.75,10,9.4,1,0,0,na,1,0,1,"it was my birthday, my 21st birthday.  my buddies took me out drinking.  it was nearing the 1 am mark when we decided it was time to go.  my friend drove all 5 of us so we were getting into his car to go home.  i realized he wasn't walking norm",11,3.5,i believe in fairness and if everyone is fair we all make out in the end.,0,0,50,na,4d172130-7591-11e2-89cc-88532e617cea,1,40,20
,,349,36,10,11,0,0,232,4/24/12 9:08,4/24/12 8:39,23,5,0,9,1,2,716,7,3,75.142.222.157,8,8.7,0,0,0,na,3,0,1,"when i was 19 years i decided to apply for college with a major in social sciences. i had to complete a college pre-screening/placement exam. i also had to complete registration documentation, provide proof of having received a high school dipl",6,4.3,i want to receive the highest amount of compensation possible independent of the group decisions since they are unpredictable.,0,0,93,na,4d173a6c-7591-11e2-89cc-88532e617cea,1,40,0
,,350,32,1,11,30,2,211,4/24/12 13:03,4/24/12 12:49,11,5,0,5.8,1,7,767,4,1,81.236.23.244,8,7.1,0.75,0,0,na,1,0,1,in a work situation a page was noticed missing in a work report i had prepared. initially i felt angry and resentful at the person i had asked to print and bind the report. i approached the secretary who usually prepares my report and she seeme,4,2.8,"given that i was entering the group with no money and that i was guaranteed some money when i left the group, i made the decision to contribute the maximum. even if others did not do the same i would have left the group with more than i entered",0,0,50,na,4d1753c6-7591-11e2-89cc-88532e617cea,0,40,0
,,351,24,1,11,30,3,232,4/25/12 3:29,4/25/12 3:19,18,5,0,5.2,0,6,1043,2,0,66.245.128.235,11,9.8,0.75,0,0,na,3,0,1,"i like to think that i almost always use careful reasoning.  one such time was a particularly tough project in statistics class of mine.  the project was about a subject i find interesting, baseball.  however it was a lot of work.  i had to bui",3,2.3,"i figured it was for the best to put more in the pot, but at the same time i wasn't willing to put all of it in, so i went with 30 cents.",0,0,32,na,4d176b04-7591-11e2-89cc-88532e617cea,1,40,0
,,352,35,2,11,40,0,232,4/26/12 16:50,4/26/12 16:41,10,5,1,5.3,1,6,1644,6,3,174.96.41.238,9,7.6,1,0,0,na,2,0,1,"when i found out i was pregnant, my husband and i had to decide whether to stay in nyc or move. i thought carefully about the pros and cons of each choice. we lived in an old house in a neighborhood that was slowly going downhill. if we moved t",7,2.9,i tried to remember the rules and math involved.,0,0,42,na,4d178062-7591-11e2-89cc-88532e617cea,1,20,40
,,353,19,2,11,40,2,232,4/25/12 23:44,4/25/12 23:35,3,2,0,6.2,0,7,1337,8,1,173.51.133.240,8,6.6,1,0,0,na,3,0,1,"once i was stuck in a tree. as a child, i always enjoyed climbing trees, and this was a tall pine tree. i had climbed about 30 feet up in this tree when i discovered that i could not get down. after thinking for a few minutes, i ruled out going",8,2.3,i want the greatest good for the greatest number of people.,0,0,38,na,4d179764-7591-11e2-89cc-88532e617cea,1,40,0
,,354,54,6,11,40,0,232,4/23/12 23:08,4/23/12 22:56,6,5,1,9,1,5,474,4,2,99.127.216.158,11,6.7,1,0,0,na,3,0,1,or even just letting her know how i felt. i threw away the letter and the next day she called up on the phone. we apologized to each other and the whole thing blew over.,8,3.7,"it's only 40 cents. i took the risk that others would make the same choice. honestly, why not-",0,0,26,na,4d17ad94-7591-11e2-89cc-88532e617cea,1,40,10
,,355,21,7,11,18,0,232,4/24/12 16:21,4/24/12 16:12,13,4,0,7.8,0,8,840,6,3,67.250.116.18,8,8.8,0.45,0,0,na,3,0,1,when i was late to work i wanted to speed to get there faster. but then i thought to myself speeding will over get me pulled over or in an accident. getting pulled over in an accident would cause me to be even later to work. so i decided to dri,11,3.8,i believe there has to be something out there.,0,0,43,na,4d17c504-7591-11e2-89cc-88532e617cea,1,40,0
,,356,24,10,11,2,0,232,4/25/12 0:37,4/25/12 0:29,11,5,1,6.5,1,5,1011,6,3,76.7.235.9,8,5.8,0.05,0,0,na,1,0,1,"i had a situation where a man i really liked wanted to kiss me, and i ended up thinking about my marriage and how much i love my kids. i was having a rough time in my marriage and life. i had to think for a little bit before it happened because",3,3.5,"i wanted to contribute the least amount because i dont have a lot of money, and if i lose too much it wont benefit me.",0,0,40,na,4d17dac6-7591-11e2-89cc-88532e617cea,1,40,40
,,357,20,10,11,0,0,232,4/24/12 16:53,4/24/12 16:43,7,4,0,7.8,0,7,850,6,2,173.28.205.66,8,7.8,0,0,0,na,1,0,1,"i worked at target for over a year, during which many of these situations would arise. one particular instance was when i had just started. we had a sale running on video games, 20% off i believe. target has a rain check policy, however for thi",9,3.3,logical reasoning and critical thinking,0,0,77,na,4d17f13c-7591-11e2-89cc-88532e617cea,1,40,0
,,358,18,1,11,40,2,232,4/26/12 8:30,4/26/12 8:18,23,4,0,3.6,0,3,1520,9,1,69.91.139.146,9,9.4,1,0,0,na,1,0,1,"when applying for a job i had to be careful to phrase all my words properly. if i simply wrote everything quickly, i would sound unprofessional. if i used too simple language, it would sound tacky. if i wrote my qualifications incorrectly, it m",3,3.3,worst case scenario: i make 20 cents. i figured i'd be nice when it can't really hurt me.,0,0,53,na,4d1806d6-7591-11e2-89cc-88532e617cea,1,40,0
,,359,37,1,11,40,2,232,4/24/12 8:02,4/24/12 7:49,4,2,0,6.3,0,7,702,5,1,76.119.73.145,9,8.700001,1,0,0,na,3,0,1,"recently i wanted to upgrade to a dual monitor setup from the single monitor that i had been using. i knew i wanted a bigger screen size, but i wasn't sure exactly how much larger. too small of a screen, and i'd be dissatsified and would've pro",7,4.3,i based my decision on what seemed to be the most fair and equal amount. the highest amount would benefit the most people.,0,0,64,na,4d181d92-7591-11e2-89cc-88532e617cea,1,40,0
,,360,29,1,11,10,0,232,4/26/12 1:04,4/26/12 0:53,79,5,0,8.5,0,6,1374,6,3,74.78.159.7,8,9.5,0.25,0,0,na,1,0,1,"my truck was stuck on an icy and snowy logging road in the middle of nowhere.  i had no means of communication and it was getting dark.  i didn't have a winch or 4-wheel drive.  my girlfriend and i were stuck unless i got the truck out.  so, i",8,3.8,"i don't trust the other people doing this not to look out entirely for their own self-interest, but i'm willing to risk a portion of the bonus so that it can increase payout if they do actually share.",0,0,76,na,4d184006-7591-11e2-89cc-88532e617cea,1,40,0
,,361,59,9,11,40,3,232,4/24/12 6:40,4/24/12 6:17,8,4,0,4.5,1,2,678,5,0,67.181.12.229,8,5,1,0,0,na,2,0,1,"i had been looking for a car to buy on craigslist. there were many good deals to be found. however, i didn't have the cash needed to buy from an individual. i thought that my credit wasn't good enough to apply for a personal car loan through th",2,2.7,i thought it was fair.,0,0,432,na,4d1863ec-7591-11e2-89cc-88532e617cea,1,40,0
,,362,19,5,11,40,0,232,4/24/12 4:17,4/24/12 4:09,4,2,1,6,1,5,613,10,3,69.117.96.32,8,6,1,0,0,na,1,0,1,"one time, i had to make a decision about whether or not to study for a test or go out with my friend. while i personally wanted to go out with my friends, i knew that i needed to study. being as i had done poorly on the past test, i knew that i",6,3,i just chose 40 cents.,0,0,23,na,4d1886ce-7591-11e2-89cc-88532e617cea,1,40,40
,,363,25,1,11,20,1,232,4/27/12 19:29,4/27/12 19:17,21,5,0,8.1,0,7,1970,6,2,184.91.121.253,8,5.8,0.5,0,0,na,1,0,1,"i have played baseball my entire life. however, when i cam out of high school, i couldn't find a college team to be a part of. i entered the fall semester at a state school where i attended classes. at the end of the semester, i got an offer to",4,2.2,"i figured i would at least try to contribute to the group's money to see if anyone else would, but at the same time i didn't want to end up with nothing",0,0,84,na,4d18aa78-7591-11e2-89cc-88532e617cea,1,40,0
,,364,30,1,11,20,3,231,4/27/12 18:03,4/27/12 17:41,17,5,1,4.7,1,4,1938,5,0,92.20.187.71,8,8.9,0.5,0,0,na,1,0,1,"i had always wanted a dog. i rescued a dog from a local rescue centre, despite it not being the right thing to do. i was unemployed at the time, and knew at the back of my mind that i would need to find work in the near future. i persevered and",3,2.5,"there was the risk that nobody else would contribute, so i chose to split it in half.",0,0,68,na,4d18d1a6-7591-11e2-89cc-88532e617cea,0,40,40
,,365,21,10,11,6,0,232,4/26/12 23:07,4/26/12 22:48,22,4,1,6.5,0,5,1772,3,2,74.71.127.137,8,5.3,0.15,0,0,na,1,0,1,i was working at kmart during the day as well as working at ups on the over night shift. at the time i would work ups from 11pm to 7am and then go to kmart from 8am to 4pm. i had just got a raise at ups and was thinking about quiting kmart with,6,3.7,based on past experiences,0,0,81,na,4d18f596-7591-11e2-89cc-88532e617cea,1,6,2
,,366,39,10,11,20,2,245,4/24/12 12:19,4/24/12 11:49,21,3,1,5.7,0,6,746,2,1,41.72.122.11,8,8.5,0.5,0,0,na,1,0,1,my son was getting sick towards the end of every month. every time we visited the health center he would be given malaria medication. one day i realized that if we continue with this trend we might lose the boy. so i went to the clinical office,8,3.3,to share half of what i had with colleages,0,0,164,na,4d1918f0-7591-11e2-89cc-88532e617cea,0,40,20
,,367,23,3,11,0,0,232,4/24/12 15:35,4/24/12 15:23,15,4,0,7.6,0,5,820,4,3,71.79.39.224,9,7.6,0,0,0,na,2,0,1,"a time that comes to mind happened on a recent visit to a bigger city that i was not familiar with. as i was driving through the city in the early morning hours, my car began to sputter and broke-down. i panicked, as i did not know where i was,",8,3.9,"i went with my gut feeling - i believed the others were likely to contribute something, and i unabashedly contributed nothing because i wanted to receive the highest payoff in, in fact, the other people contributed 40 cents each.",0,0,48,na,4d193c90-7591-11e2-89cc-88532e617cea,1,40,0
,,368,25,10,11,40,0,232,4/25/12 23:48,4/25/12 23:23,25,5,0,9.3,1,5,1327,8,3,76.184.6.134,19,9.7,1,0,0,na,2,0,1,"once i had finally reached the last semester of my senior year in college, i found out that i still needed one more english course that i was not taking at that present time. instantly, i became enraged at my academic advisory. he was so busy a",4,3.3,i simply wanted to be fair.,0,0,53,na,4d1960f8-7591-11e2-89cc-88532e617cea,1,40,0
,,369,23,1,11,40,0,232,4/28/12 1:42,4/28/12 1:31,5,4,0,8.4,0,9,2044,2,3,66.87.0.119,9,8.6,1,0,0,na,1,0,1,"no go. so i told her to type in (on a per letter basis) what she needed. nothing. after reviewing what she couldn't do and what she could, and despite having previously asked her if her caps lock was on, i figured it must have been her caps lo",9,3.8,because that way everyone is likeliy to get more,0,0,25,na,4d1984d4-7591-11e2-89cc-88532e617cea,1,40,0
,,370,21,1,11,0,1,232,4/26/12 19:33,4/26/12 19:27,4,4,0,5.6,0,2,1717,1,1,137.21.71.49,8,6.1,0,0,0,na,2,0,1,"one day i had to decide what i wanted for lunch. i began to weigh my options, knowing that i had cold cuts in the fridge but not turkey, which was my favorite. i could go buy a sandwich, but that would cost both gas and money. my stomach quickl",4,3.5,because i don't believe the other people are real so i want to keep the most money for myself.,0,0,5,na,4d19a7fc-7591-11e2-89cc-88532e617cea,1,40,0
,,371,52,10,11,40,1,232,4/26/12 7:52,4/26/12 7:21,26,5,0,4.3,1,3,1510,5,1,75.241.170.84,13,7.6,1,0,0,na,5,0,1,i wanted to start my own service business.  i lived in a major metropolitan area and i remembered that when i had traveled for business in a previous job i always felt that i couldn't get housework done well.  i reasoned that this must be a com,4,3.4,"i gave it all because i love to study human nature, and because i'm not greedy.  i often give things away to people who need them, want them or like them.  i'm a follower of jesus, and he gave everything for me.  how much more should i give to",0,0,64,na,4d19cc82-7591-11e2-89cc-88532e617cea,1,40,0
,,372,38,9,11,40,0,232,4/24/12 18:53,4/24/12 18:45,6,2,1,7.7,0,7,898,5,3,68.38.159.170,11,8.1,1,0,0,na,1,0,1,"i was working at my job one day.  i had a large order that needed to be done.  the order was exceptionally difficult.  i could have cut corners.  if i cut corners, the job would have gone out anyway.  i thought about the consequences.  i would",8,3.9,i think contributing to the greater good is good for me and everyone else,0,0,26,na,4d19f040-7591-11e2-89cc-88532e617cea,1,40,40
,,373,31,3,11,40,1,232,4/27/12 20:40,4/27/12 20:21,5,2,1,5.8,0,2,1986,2,1,67.169.186.29,9,7.2,1,0,0,na,3,0,1,i used to be in the us army.we had a training exercise called ntc one year in the mojave desert.this was a two week simulated battle amongst an enemy force.i was in the position of team leader for a group of six of us.one night we had to go out,4,3.4,i contributed that amount for the benefit of the team.i am not a selfish person and i like to take the best strategic action.,0,0,57,na,4d1a0c38-7591-11e2-89cc-88532e617cea,1,40,20
,,374,34,1,11,0,2,232,4/26/12 20:01,4/26/12 19:54,4,4,1,7.6,1,6,1727,7,0,173.166.16.189,11,7.3,0,0,0,na,2,0,1,i was in an unhappy relationship.  i weighed the positives of my relationship.  the person was funny.  he was kind.  he was handsome.  i weighed the negatives of my relationship.  he didn't work.  he lied.  he was unreliable.  i examined what i,6,2.6,i thought about the odds of others putting in and realized they were low.,0,0,55,na,4d1a243e-7591-11e2-89cc-88532e617cea,1,40,40
,,375,30,2,11,0,2,232,4/23/12 18:52,4/23/12 18:41,5,5,0,4.7,0,4,357,5,1,166.250.79.223,8,8,0,0,0,na,4,0,1,"a few months ago i began to consider selling new and used items on ebay. i had sold some items years ago, but i did not have experience in terms of reasonable price and shipping/handling fees. i wanted to make the venture as profitable as possi",4,3.3,i wanted to maximize my earnings. i think the other participants will contribute their entire allotment of money and i will end up with 100 cents. if i had contributed my money then i would have only received 80 cents maximum.,0,0,37,na,4d1a3d7a-7591-11e2-89cc-88532e617cea,1,40,0
,,376,27,1,11,32,2,232,4/26/12 5:29,4/26/12 5:22,4,6,0,4.7,1,6,1480,6,0,75.60.19.139,8,8.5,0.8,0,0,na,4,0,1,"i was at work. i noticed a coworker was gone. i had been helping others and hadn't noticed her leave. i was a little worried she just disappeared. however, her laptop was shut off. the lights were off. i assumed she had left early and hadn't to",5,2.7,i want to believe in the best of people (everyone will pool their resources) while still being a little greedy and distrustful,0,0,31,na,4d1a5544-7591-11e2-89cc-88532e617cea,1,40,0
,,377,24,10,11,40,1,232,4/26/12 5:17,4/26/12 5:07,3,5,0,7.4,0,7,1470,7,2,74.65.241.154,12,7,1,0,0,na,1,0,1,"i was once visiting my friend's dorm. my friend went to sleep and i left to go talk to a girl. i didn't have a key so i left the door open. when i came back to the room, my iphone was missing. i looked all over the building for it. when i got b",4,2.7,i felt that was the most reasonable decision and least risky way to make the most profit.,0,0,103,na,4d1a6b9c-7591-11e2-89cc-88532e617cea,1,40,0
,,379,37,10,11,40,3,232,4/25/12 13:01,4/25/12 12:51,4,5,0,6.5,0,8,1135,6,0,160.36.72.59,15,8.6,1,0,0,na,5,0,1,i met my wife when she was doing an internship here in the u.s.  she is a french citizen so there were some hoops to jump through before we got married.  when i first looked at the u.s. governments requirements for bringing one's spouse to the,4,2.9,i believe in cooperating with others even if there is a chance that i may be taken advantage of.,0,0,32,na,4d1a9874-7591-11e2-89cc-88532e617cea,1,40,0
,,380,29,1,11,40,2,80,4/26/12 13:02,4/26/12 12:38,4,5,0,7.2,1,6,1574,1,0,141.53.11.203,8,6.5,1,0,0,na,1,0,1,"i started studies at a university but failed an important exam in chemistry 3 times, so that i was not allowed to go on with my studies there. i was completely devastated, because the field of study was exactly, what i wanted to do all my life.",8,3.7,by intension.,0,0,88,na,4d1aae90-7591-11e2-89cc-88532e617cea,0,40,0
,,381,25,1,11,0,3,232,4/23/12 17:46,4/23/12 17:34,18,6,0,3.3,1,5,295,1,0,156.56.8.203,9,9,0,0,0,na,3,0,1,"last week i had a big job interview. it was 5 hours long and included sessions with several department professionals. i knew that i needed to be prepared with questions for my interviewers, and i also brushed up on my knowledge of the field. i",3,4.1,"if i contributed nothing, i would have a guaranteed 40 cents and probably a little more, if others decided to contribute. 40 cents is the highest guaranteed amount.",0,0,64,na,4d1ac592-7591-11e2-89cc-88532e617cea,1,40,0
,,382,22,1,11,40,0,232,4/24/12 23:50,4/24/12 23:39,6,4,1,7.2,1,5,1000,2,3,108.231.172.113,8,7.3,1,0,0,na,3,0,1,"i have an anxiety disorder. i work with a company funded by my state's government that told me they could either help me to become employed, or they would pay for my college up to a bachelor's degree. not many people realize how debilitating an",8,3.6,"i don't believe in god, but i don't doubt the possibility of one.",0,0,57,na,4d1adbcc-7591-11e2-89cc-88532e617cea,1,40,40
,,383,20,2,11,20,3,232,4/26/12 15:13,4/26/12 14:54,8,4,1,4.9,0,7,1610,1,0,143.215.96.112,10,7.6,0.5,0,0,na,3,0,1,a pertinent example from my own life that required a great deal of reasoning and self-resolution was my college acceptance process. i applied to many schools throughout the us that offer programs in my preferred area of study. i wanted to stay,4,3,"keep some as collateral. if other people chip in as much as i did, then we all win. if they put in more, i win. if they put in less, at least i keep some.",0,0,60,na,4d1af1fc-7591-11e2-89cc-88532e617cea,1,40,20
,,384,50,10,11,40,3,232,4/23/12 18:09,4/23/12 17:59,18,5,0,7.8,1,9,326,3,0,68.202.180.122,11,9.4,1,0,0,na,2,0,1,"i had to decide whether to have an operation on my knee or not and when, if i decided to have one.  one thing in favor was that my out-of-pocket expenses were met and my deductable was zero.  that was a good thing because, even though the surge",3,3.9,"i gave it all because i put the needs of the group before my own needs for income, even though i could have used the $1.00",0,0,63,na,4d1b07dc-7591-11e2-89cc-88532e617cea,1,40,0
,,385,58,1,11,0,1,232,4/24/12 11:59,4/24/12 11:32,10,2,0,5.5,0,1,741,5,2,99.41.204.83,10,6,0,0,0,na,1,0,1,"i wanted to upgrade my crt computer monitor to a flat screen monitor, but didn't know what size would fit my computer desk hutch. i measured the width of my hutch opening. i drew a 16 x 9 inch right angle in the middle of a large sheet of paper",4,2.7,i'm agnostic.,0,0,80,na,4d1b1e20-7591-11e2-89cc-88532e617cea,1,40,0
,,386,29,3,11,40,3,232,4/24/12 23:15,4/24/12 23:09,3,6,0,4.4,1,9,993,3,0,71.215.124.35,11,7.4,1,0,0,na,3,0,1,"i applied to graduate school several years ago. i was accepted to two very different, very prestigious schools. i was very careful about making my decision. i talked to professors at both schools. i visited both schools. i talked to students. i",3,3.2,"teamwork results in the best net outcome, and without knowing the decisions of my peers, seems like the most useful cours eof action",0,0,22,na,4d1b3478-7591-11e2-89cc-88532e617cea,1,40,0
,,387,25,1,11,0,3,232,4/27/12 15:40,4/27/12 15:26,9,5,0,6.8,0,3,1913,3,0,68.40.207.167,8,8.1,0,0,0,na,1,0,1,i was trying to decide which high school to go to. one was the one my friends were going to. the other had smaller class sizes and a commitment to education. i felt very compelled to go to the first school because i didn't want to leave my frie,4,3.3,i don't know the people and cannot communicate with them.,0,0,57,na,4d1b4b3e-7591-11e2-89cc-88532e617cea,1,40,0
,,388,32,6,11,40,1,232,4/25/12 3:04,4/25/12 2:48,5,6,0,6.8,0,6,1032,7,1,69.253.122.132,11,7.3,1,0,0,na,2,0,1,my wife and i were looking for a new apartment to rent. i went with a realtor to look at a place in south philadelphia. the place was huge and the rent was really low. i wondered if such a place was available because it was a dangerous area. i,6,3.1,"i was thinking for a bit about the benefit of the group. very often people act only out of their own self interests. i recognized that, and i wanted to benefit the group.",0,0,84,na,4d1b615a-7591-11e2-89cc-88532e617cea,1,40,0
,,389,25,2,11,30,0,232,4/25/12 23:40,4/25/12 23:21,31,5,0,6.2,1,7,1324,6,3,76.176.222.22,11,7.9,0.75,0,0,na,3,0,1,"one time i was walking around an unfamiliar city. i'm usually the type of person that gets turned around and ultimately lost very easily. sure enough, this time i took a few to many turns and wasn't sure exactly where i was. someone else was wi",8,3.4,"i figured that i would keep a tiny bit for myself, but i may as well give a big chunk to the others. no one would logically give it all away, but i'm in a sort of giving mood.",0,0,60,na,4d1b77b2-7591-11e2-89cc-88532e617cea,1,40,0
,,390,19,3,11,10,0,129,4/25/12 13:46,4/25/12 13:20,18,3,1,4.7,0,6,1143,4,3,93.95.68.89,11,8,0.25,0,0,na,2,0,1,"well if you want to reach something, or to become someone famous you must carefully reason through a situation. because as a result of that this situation led you into the right direction. and at the end resulted with a good outcome. you have t",5,3.6,i just remember the instructions on the page before the page where i choose how much to contribute. and that's all.,0,0,130,na,4d1b8e50-7591-11e2-89cc-88532e617cea,0,40,40
