name,path,age,caseid,female,highest grade completed,ideology,independents,mii_1,mii_2,miiele1_code1,miiele1_code2,miiele1_code3,miiele1_code4,miiele1_code5,miiele1_code6,miiele1_code7,miiele1_code8,miiele2_code1,miiele2_code2,miiele2_code3,miiele2_code4,miiele2_code5,miiele2_code6,miiele2_code7,miiele2_code8,mip_1,mip_2,mippol1_code1,mippol1_code2,mippol1_code3,mippol1_code4,mippol1_code5,mippol1_code6,mippol1_code7,mippol1_code8,mippol1_substantive1,mippol1_substantive2,mippol1_substantive3,mippol1_substantive4,mippol1_substantive5,mippol1_substantive6,mippol1_substantive7,mippol1_substantive8,mippol2_code1,mippol2_code2,mippol2_code3,mippol2_code4,mippol2_code5,mippol2_code6,mippol2_code7,mippol2_code8,mippol2_substantive1,mippol2_substantive2,mippol2_substantive3,mippol2_substantive4,mippol2_substantive5,mippol2_substantive6,mippol2_substantive7,mippol2_substantive8,pid,pid_strong,pid_summary,txtorg_id
,,29,1887,2,10,2,-1,the economy,immigration,50,,,,,,,,41,,,,,,,,the economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,1,1,0,3f4d313a-3386-11e3-a3e4-88532e617cea
,,24,1888,2,9,2,3,nothing,nothing,95,,,,,,,,95,,,,,,,,i donotknow,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,3,3f4d505c-3386-11e3-a3e4-88532e617cea
,,28,1889,2,12,2,1,the military and the war that they get to come home to be with family,the gas prices,4,7,,,,,,,15,,,,,,,,the war,the taxes and gas,4,,,,,,,,4,,,,,,,,16,40,,,,,,,40,16,,,,,,,3,-1,4,3f4d710e-3386-11e3-a3e4-88532e617cea
,,54,1890,2,11,2,-1,first of all to see if president obama can get us out of the hole that we are in theres a lot of stuff going on that needs to be fixed,about the income tax //that i hope its right what obama is saying that it would help ot our advantage what he is doing by lowering the taxes and helping the kids that are going to college and to help the people that are poor like africa and other countrie,48,49,71,,,,,,13,21,25,40,48,97,,,economics and the war,i have no idea,4,50,,,,,,,50,4,,,,,,,95,,,,,,,,,,,,,,,,1,1,0,3f4d9152-3386-11e3-a3e4-88532e617cea
,,63,1892,2,4,2,5,immigration,unemployment,41,,,,,,,,27,,,,,,,,the economy,the inflation rate,50,,,,,,,,50,,,,,,,,54,,,,,,,,54,,,,,,,,3,-1,2,3f4e28b0-3386-11e3-a3e4-88532e617cea
,,54,1893,2,6,2,-1,financial aid for college students,the elderly and the medicine and money for them,21,,,,,,,,24,30,71,,,,,,the war,the economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,5,1,3f4e9e26-3386-11e3-a3e4-88532e617cea
,,46,1894,2,12,2,3,the war and the money that is being spent on the military,immigration,1,4,,,,,,,41,,,,,,,,the war,having good relations with other countries,4,,,,,,,,4,,,,,,,,13,,,,,,,,13,,,,,,,,5,-1,3,3f4f0ed8-3386-11e3-a3e4-88532e617cea
,,73,1896,2,8,2,-1,well i think you know obama seemed to be moe sincere at what he was promising but they dont mean anything until it happens that they keep thier promises/// a lot of people seem to think that he is going to be a good president so hopefully.///,the war he would try to do everything for the soldiers especially the mothers who have sons and dtrs out thier hoping to bring them back sooner,48,49,97,,,,,,4,7,,,,,,,everything is wrong economy and jobs,losing thier homes,27,50,70,,,,,,70,50,27,,,,,,28,,,,,,,,28,,,,,,,,1,1,0,3f4f50d2-3386-11e3-a3e4-88532e617cea
,,54,1897,2,12,2,5,that he was the first black man to get elected,that he would help our economy,48,49,,,,,,,50,,,,,,,,the economy,health services,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,2,3f4f713e-3386-11e3-a3e4-88532e617cea
,,44,1898,2,7,2,-1,that obama would win,dont know,48,,,,,,,,95,,,,,,,,the war,the economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,-9,-1,3f4f904c-3386-11e3-a3e4-88532e617cea
,,28,1899,2,13,2,-1,war,gas,4,,,,,,,,16,,,,,,,,our recession,i dont know,53,,,,,,,,53,,,,,,,,95,,,,,,,,,,,,,,,,1,5,1,3f4fb022-3386-11e3-a3e4-88532e617cea
,,48,1900,2,13,2,-1,the social security issue,taxes overall all taxes,29,,,,,,,,40,,,,,,,,money problems,the war,55,,,,,,,,55,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3f4fcf3a-3386-11e3-a3e4-88532e617cea
,,56,1901,1,11,1,5,nothing,nothing,95,,,,,,,,95,,,,,,,,the republicans,social securtiy,48,,,,,,,,48,,,,,,,,29,,,,,,,,29,,,,,,,,5,-1,2,3f4fee84-3386-11e3-a3e4-88532e617cea
,,84,1902,2,16,2,1,our relationship with the rest of the world,economic situation,13,,,,,,,,50,,,,,,,,world opinion of the united states we are not the good americans any more,freedom of religion,13,,,,,,,,13,,,,,,,,64,,,,,,,,64,,,,,,,,3,-1,4,3f500dd8-3386-11e3-a3e4-88532e617cea
,,53,1903,2,14,2,-1,equal rights of every body,\\ they need to make it accessable to everyone,37,,,,,,,,71,,,,,,,,the war,the economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3f502eee-3386-11e3-a3e4-88532e617cea
,,37,1906,1,12,1,3,the economy,employment rate,50,,,,,,,,27,,,,,,,,trying to bail out the auto makers,employment,55,,,,,,,,55,,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,3,3f508d62-3386-11e3-a3e4-88532e617cea
,,32,1907,2,14,2,5,the raising of taxes,health care,40,,,,,,,,24,,,,,,,,the deficit,terrorism,38,,,,,,,,38,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,2,3f50acf2-3386-11e3-a3e4-88532e617cea
,,67,1908,2,3,2,-8,i dont know,i dont know,95,,,,,,,,95,,,,,,,,i donotknow,i dont know,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,-8,-1,-1,3f50cb38-3386-11e3-a3e4-88532e617cea
,,36,1909,2,9,2,3,dont have one,dont have one never thought about it,95,,,,,,,,95,97,,,,,,,donotknow,dont know,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,5,-1,3,3f50ebb8-3386-11e3-a3e4-88532e617cea
,,19,1910,1,12,1,5,immigration,economy,41,,,,,,,,50,,,,,,,,economy,security the war,50,,,,,,,,50,,,,,,,,4,5,,,,,,,5,4,,,,,,,3,-1,2,3f510cb0-3386-11e3-a3e4-88532e617cea
,,55,1911,2,15,2,-1,human rights,protecting our country,37,,,,,,,,7,,,,,,,,economy,protecting the countryt,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,2,1,6,3f512b78-3386-11e3-a3e4-88532e617cea
,,68,1912,2,12,2,-1,the economy,the war,50,,,,,,,,4,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f514ab8-3386-11e3-a3e4-88532e617cea
,,47,1913,2,6,2,-1,immigration,economy,41,,,,,,,,50,,,,,,,,the economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3f51699e-3386-11e3-a3e4-88532e617cea
,,52,1914,2,10,2,3,the war,the economy,4,,,,,,,,50,,,,,,,,the war,the economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,3,3f518884-3386-11e3-a3e4-88532e617cea
,,32,1915,1,12,1,5,health care plan,military in iraq and stuff,24,,,,,,,,3,7,,,,,,,the republicans and democrats not agreeing as much as they should or not working together,<dk>,46,,,,,,,,46,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3f51a80a-3386-11e3-a3e4-88532e617cea
,,38,1916,2,16,2,-1,change,better economy,71,,,,,,,,50,,,,,,,,the economy,unempoloyment,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,1,5,1,3f51c84e-3386-11e3-a3e4-88532e617cea
,,78,1917,2,16,2,1,family values\\security\\avoiding socializm,state rights,7,49,66,,,,,,37,,,,,,,,economy,national security,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,4,3f51e84c-3386-11e3-a3e4-88532e617cea
,,87,1918,2,6,2,-1,the economy,i cant remember,50,,,,,,,,95,,,,,,,,i donotknow,i dont know,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,1,5,1,3f5207dc-3386-11e3-a3e4-88532e617cea
,,76,1919,2,3,2,-1,mccain,dont know,48,,,,,,,,95,,,,,,,,donotknow,dont know,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,1,1,0,3f522776-3386-11e3-a3e4-88532e617cea
,,35,1920,1,14,1,-1,be the fact that history was made when obama was elected as president of the u s,the fact that obama plans to aid veterans such as myself with improving health care at the v a  and improving opportunities for education,48,,,,,,,,6,21,24,48,,,,,the single most problem facing the u s today is the financial  decline that the country is in right  now facing that  has caused many problems for job seekers and employers,the second most is ..i suppose that would be the fact that their are 2 wars going on right now with very little results and many troops are dying,27,50,55,,,,,,50,27,55,,,,,,4,7,,,,,,,4,7,,,,,,,1,1,0,3f52476a-3386-11e3-a3e4-88532e617cea
,,52,1921,2,12,2,5,health care,money  the economyb,24,,,,,,,,50,55,,,,,,,the economy was the first and jobs the second,jobs,27,50,,,,,,,50,27,,,,,,,27,,,,,,,,27,,,,,,,,5,-1,2,3f5269ac-3386-11e3-a3e4-88532e617cea
,,44,1922,1,12,1,-1,the issue of the election of the first black president is was shocking and a surprise,that their should be some new changes and hopefully we will have better things that happen,48,97,,,,,,,71,,,,,,,,the budget,jobs,38,,,,,,,,38,,,,,,,,27,,,,,,,,27,,,,,,,,1,1,0,3f528946-3386-11e3-a3e4-88532e617cea
,,64,1923,1,17,1,-1,economic security for all,health care,30,,,,,,,,24,,,,,,,,the two wars,health care,4,,,,,,,,4,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3f52a85e-3386-11e3-a3e4-88532e617cea
,,32,1925,2,12,2,-1,the war,the economy,4,,,,,,,,50,,,,,,,,the economy,the terrorist,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,2,1,6,3f52e76a-3386-11e3-a3e4-88532e617cea
,,40,1926,1,12,1,-1,the economy the prices and ups and downs of the price of gasoline and oil,terrorism,15,27,,,,,,,5,,,,,,,,the economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,1,1,0,3f5306d2-3386-11e3-a3e4-88532e617cea
,,70,1927,2,13,2,-1,taxes,the abortion issue,40,,,,,,,,61,,,,,,,,economic,that it should be increased and give them better pay,50,,,,,,,,50,,,,,,,,30,,,,,,,,30,,,,,,,,2,5,5,3f5327a2-3386-11e3-a3e4-88532e617cea
,,54,1930,2,13,2,-1,was we need the govt to get back with the people in the past 8 years the focus has been on big business and the rich are getting richer and the poor are getting poorer and thier is no more middle class,the war the spending,52,55,71,,,,,,4,38,,,,,,,our economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3f53888c-3386-11e3-a3e4-88532e617cea
,,23,1931,1,14,1,5,there hasnt been one,none,95,,,,,,,,95,,,,,,,,the war in iraq,the state of the economy,3,,,,,,,,3,,,,,,,,50,,,,,,,,50,,,,,,,,5,-1,2,3f53a9c0-3386-11e3-a3e4-88532e617cea
,,49,1932,1,14,1,-1,the economy,jobs,50,,,,,,,,27,,,,,,,,the war,the economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3f53c8e2-3386-11e3-a3e4-88532e617cea
,,36,1933,2,12,2,1,<dk>,them dishing out the dirt about each other their personal lives,95,,,,,,,,71,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,4,3f53e7e6-3386-11e3-a3e4-88532e617cea
,,38,1934,2,14,2,-1,the economy,universal health care,50,,,,,,,,24,,,,,,,,the wars,the economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3f54083e-3386-11e3-a3e4-88532e617cea
,,69,1935,1,12,1,-1,i would say the economy,the war in iraq,50,,,,,,,,3,,,,,,,,i think employment,health,27,97,,,,,,,27,,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3f542756-3386-11e3-a3e4-88532e617cea
,,52,1936,2,12,2,-1,who was going to be elected for president,that democrats get in the white house,49,,,,,,,,48,,,,,,,,el poder the power,el desaquerdo  to much controversy,45,,,,,,,,45,,,,,,,,71,,,,,,,,71,,,,,,,,1,1,0,3f54465a-3386-11e3-a3e4-88532e617cea
,,29,1937,2,17,2,-1,i guess education the funding in college level students and if we are keeping the no child left behind act,the economy jobs and gas prices,21,71,97,,,,,,15,27,50,,,,,,the economy,the military and the war,50,,,,,,,,50,,,,,,,,4,7,,,,,,,7,4,,,,,,,1,5,1,3f546658-3386-11e3-a3e4-88532e617cea
,,30,1938,2,17,2,-1,the war,economy,4,,,,,,,,50,,,,,,,,the economy,our reputation,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,1,1,0,3f5485c0-3386-11e3-a3e4-88532e617cea
,,31,1939,2,17,2,-1,who is going to keep out country the safest,the charcter of the person,7,,,,,,,,71,,,,,,,,the economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,2,1,6,3f54a62c-3386-11e3-a3e4-88532e617cea
,,60,1940,1,16,1,1,immigration,the putting of people into classes,41,,,,,,,,71,,,,,,,,liberals,liberals,48,,,,,,,,48,,,,,,,,48,,,,,,,,48,,,,,,,,3,-1,4,3f54c5a8-3386-11e3-a3e4-88532e617cea
,,26,1942,1,15,1,3,the economy,education,50,,,,,,,,21,,,,,,,,economy,education,50,,,,,,,,50,,,,,,,,21,,,,,,,,21,,,,,,,,5,-1,3,3f5501b2-3386-11e3-a3e4-88532e617cea
,,42,1943,1,14,1,5,change,correcting the problems in our governmnet,71,,,,,,,,49,,,,,,,,trusting in stock brokers handling situations with gas prices,not changing the plans that are currently now happening in the past years,15,51,,,,,,,51,15,,,,,,,71,,,,,,,,71,,,,,,,,3,-1,2,3f5520d4-3386-11e3-a3e4-88532e617cea
,,67,1945,2,16,2,-1,health care,social security,24,,,,,,,,29,,,,,,,,too liberal,illegal immigration,49,,,,,,,,49,,,,,,,,41,,,,,,,,41,,,,,,,,2,1,6,3f555eb4-3386-11e3-a3e4-88532e617cea
,,31,1946,2,16,2,-8,health care,education,24,,,,,,,,21,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,-1,3f557dcc-3386-11e3-a3e4-88532e617cea
,,27,1947,1,16,1,5,economy,military,50,,,,,,,,7,,,,,,,,economyh,military,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,3,-1,2,3f559c3a-3386-11e3-a3e4-88532e617cea
,,41,1948,1,17,1,-1,military defense,taxes,7,,,,,,,,40,,,,,,,,budget,national security,38,,,,,,,,38,,,,,,,,5,,,,,,,,5,,,,,,,,2,1,6,3f55ba62-3386-11e3-a3e4-88532e617cea
,,56,1949,1,13,1,1,unifying the country,economy,71,,,,,,,,50,,,,,,,,budget,war,38,,,,,,,,38,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,4,3f55d970-3386-11e3-a3e4-88532e617cea
,,40,1950,2,16,2,-1,stability of our country,the stability of our country,71,,,,,,,,71,,,,,,,,honesty in the ranks among the politicians they all lie you cant trust anybody,finding good intentioned people to fill the positions intellegent and competent people,44,,,,,,,,44,,,,,,,,49,,,,,,,,49,,,,,,,,2,5,5,3f55f8d8-3386-11e3-a3e4-88532e617cea
,,70,1951,1,17,1,-1,economy,loss of freedoms,50,,,,,,,,71,,,,,,,,economy,intrernational relations,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,1,5,1,3f561afc-3386-11e3-a3e4-88532e617cea
,,51,1952,2,16,2,-1,the war,health care,4,,,,,,,,24,,,,,,,,economy,national secrueity,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,1,1,0,3f5639ce-3386-11e3-a3e4-88532e617cea
,,52,1955,2,14,2,3,social security disability my disability,military protection,29,30,,,,,,,7,,,,,,,,honesty,<dk>,44,,,,,,,,44,,,,,,,,95,,,,,,,,,,,,,,,,5,-1,3,3f569cd4-3386-11e3-a3e4-88532e617cea
,,66,1956,2,17,2,-1,change getting rid of george bush,the intellegance and the temporment of the candidate,48,,,,,,,,48,,,,,,,,financial problem,energy,50,,,,,,,,50,,,,,,,,16,,,,,,,,16,,,,,,,,1,1,0,3f56c04c-3386-11e3-a3e4-88532e617cea
,,53,1957,2,9,2,3,nothing-i really didn't pay that much attention.,nothing.,95,97,,,,,,,95,,,,,,,,trying to get our troops back home.,money.,7,,,,,,,,7,,,,,,,,55,,,,,,,,55,,,,,,,,3,-1,3,3f56e13a-3386-11e3-a3e4-88532e617cea
,,70,1958,2,-9,2,-1,the economy,way we are handling our forgin affairs,50,,,,,,,,13,,,,,,,,lack of our government understanding that the people are the ones they should be taking care of not their own interest they are like a parent not acting like one,the parties dont matter and they should work together they spend too much time divideing and conquring their busy getting credit for their own party instead of getting the job done,49,,,,,,,,49,,,,,,,,47,48,,,,,,,47,48,,,,,,,1,1,0,3f570458-3386-11e3-a3e4-88532e617cea
,,23,1960,2,12,2,5,economy,war,50,,,,,,,,4,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,2,3f574ec2-3386-11e3-a3e4-88532e617cea
,,44,1961,2,17,2,1,integrity,ethics,71,,,,,,,,44,,,,,,,,the economy,security,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,4,3f577280-3386-11e3-a3e4-88532e617cea
,,51,1962,2,17,2,5,getting george bush out,getting the republicans out,48,,,,,,,,48,,,,,,,,the economy,the job situation,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,2,3f579684-3386-11e3-a3e4-88532e617cea
,,-9,1963,2,17,2,5,the economy,healthcare,50,,,,,,,,24,,,,,,,,the economy,big business,50,,,,,,,,50,,,,,,,,55,,,,,,,,55,,,,,,,,3,-1,2,3f57bbc8-3386-11e3-a3e4-88532e617cea
,,26,1964,2,16,2,-1,taxes and healthcare,foreign aid,24,40,,,,,,,8,,,,,,,,money,foreign policy,55,,,,,,,,55,,,,,,,,13,,,,,,,,13,,,,,,,,2,5,5,3f57df86-3386-11e3-a3e4-88532e617cea
,,35,1966,1,16,1,-1,the economy// not enough jobs// to much coruption // american work place is in a terrible mess//none,the war in iraq// get our soldiers home//none,27,50,71,95,,,,,3,7,95,,,,,,the war and what is going on over seas   none,the no real opinion// none,4,13,95,,,,,,4,13,,,,,,,95,,,,,,,,,,,,,,,,2,1,6,3f582f90-3386-11e3-a3e4-88532e617cea
,,48,1967,2,14,2,-1,the incompetence of the incumbant // terrorist afiliations//none,big govrmnt// too much control// not enough say from thw little.,5,48,95,,,,,,39,45,,,,,,,the war   terrorism   keeping them off our soil  none,border control// more control towards illegal immigrants// none,4,5,7,95,,,,,4,5,7,,,,,,41,95,,,,,,,41,,,,,,,,2,5,5,3f5857d6-3386-11e3-a3e4-88532e617cea
,,54,1968,1,12,1,5,the war,1 the economy,4,,,,,,,,50,,,,,,,,the war in iraq,jobs and so forth,3,,,,,,,,3,,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,2,3f587efa-3386-11e3-a3e4-88532e617cea
,,27,1970,1,17,1,5,getting bush out office,getting someone intelligent in charge//none,48,,,,,,,,49,71,96,,,,,,the economy   making sure we have jobs and that our economic future is sage   none,getting our trops out of other peoples countries//none,27,50,55,95,,,,,50,27,55,,,,,,7,95,,,,,,,7,,,,,,,,3,-1,2,3f58c7fc-3386-11e3-a3e4-88532e617cea
,,34,1971,2,13,2,-1,the economy,collegte tuition for kids,50,,,,,,,,21,,,,,,,,the economy,"the housing market, loans",50,,,,,,,,50,,,,,,,,28,55,,,,,,,28,55,,,,,,,1,5,1,3f58f196-3386-11e3-a3e4-88532e617cea
,,20,1972,2,9,2,5,the war//wants it to end// but nit as soon as it is// none,the economy//too expensive// the enviroment//none,4,7,95,,,,,,18,50,54,95,,,,,terrorism  none,infalation//none,5,95,,,,,,,5,,,,,,,,54,95,,,,,,,54,,,,,,,,3,-1,2,3f5915f4-3386-11e3-a3e4-88532e617cea
,,22,1973,2,12,2,5,the taxes,nothing else,40,,,,,,,,95,,,,,,,,dealing with th4e new president,does not kmow,48,,,,,,,,48,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3f593ade-3386-11e3-a3e4-88532e617cea
,,30,1974,2,15,2,5,"the healthcare, equal halthcare for everyone",education,24,,,,,,,,21,,,,,,,,honesty,dont know,71,,,,,,,,71,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3f595c08-3386-11e3-a3e4-88532e617cea
,,64,1975,2,6,2,3,just to have a poresident,"tell people they canpt affor anything, the economy",49,,,,,,,,50,54,,,,,,,the economy,benefits for social security,50,,,,,,,,50,,,,,,,,29,,,,,,,,29,,,,,,,,3,-1,3,3f597daa-3386-11e3-a3e4-88532e617cea
,,37,1976,1,12,1,5,taxes,1 retirement,40,,,,,,,,30,,,,,,,,1 crime,welfare,31,,,,,,,,31,,,,,,,,25,,,,,,,,25,,,,,,,,3,-1,2,3f599e20-3386-11e3-a3e4-88532e617cea
,,54,1977,2,14,2,-1,abortion,the value of a dollar,61,,,,,,,,54,,,,,,,,the value of a dollar,nuclear,55,,,,,,,,55,,,,,,,,71,,,,,,,,71,,,,,,,,2,5,5,3f59c29c-3386-11e3-a3e4-88532e617cea
,,33,1978,2,12,2,5,the soldiers being brought back or pulled out,health care,7,,,,,,,,24,,,,,,,,the war,has n o idea,4,,,,,,,,4,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3f59e47a-3386-11e3-a3e4-88532e617cea
,,28,1980,1,15,1,1,the war,the war1,4,,,,,,,,4,,,,,,,,the economy,1 the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,4,-1,4,3f5a253e-3386-11e3-a3e4-88532e617cea
,,35,1981,1,12,1,5,the economy,the war,50,,,,,,,,4,,,,,,,,the economy,the breaking down of businesses,50,,,,,,,,50,,,,,,,,55,,,,,,,,55,,,,,,,,5,-1,2,3f5a4578-3386-11e3-a3e4-88532e617cea
,,26,1982,1,11,1,1,immigration,the united states,41,,,,,,,,71,,,,,,,,the war,immigration,4,,,,,,,,4,,,,,,,,41,,,,,,,,41,,,,,,,,3,-1,4,3f5a6666-3386-11e3-a3e4-88532e617cea
,,38,1983,2,13,2,-1,the economy,taxes,50,,,,,,,,40,,,,,,,,the economy,the housing market,50,,,,,,,,50,,,,,,,,28,,,,,,,,28,,,,,,,,2,5,5,3f5a863c-3386-11e3-a3e4-88532e617cea
,,37,1984,2,12,2,5,lowering our deficit.,employers supplying health insurance.,38,,,,,,,,24,,,,,,,,trying to end the war.,lowering the deficit.,4,,,,,,,,4,,,,,,,,38,,,,,,,,38,,,,,,,,5,-1,2,3f5aa63a-3386-11e3-a3e4-88532e617cea
,,28,1985,2,14,2,-1,health care,the economy & taxes,24,,,,,,,,40,50,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3f5ac80e-3386-11e3-a3e4-88532e617cea
,,38,1986,1,13,1,1,the fact that there was our first female candiadate & our first black candidate.,the controversy,48,,,,,,,,71,,,,,,,,the economy,immigration,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,3,-1,4,3f5ae974-3386-11e3-a3e4-88532e617cea
,,67,1987,2,13,2,-1,i wanted a more conservative christian honest person to win the presidency,to keep the most liberal person from winning,48,49,97,,,,,,49,,,,,,,,honesty,listening to their constituents,71,,,,,,,,71,,,,,,,,49,,,,,,,,49,,,,,,,,2,1,6,3f5b11ce-3386-11e3-a3e4-88532e617cea
,,40,1989,2,14,2,3,the economy,education,50,,,,,,,,21,,,,,,,,economy,foreign policy,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,3,-1,3,3f5b62dc-3386-11e3-a3e4-88532e617cea
,,24,1990,2,11,2,5,the war,the economy,4,,,,,,,,50,,,,,,,,political corruption,politicians don't care about american public,43,,,,,,,,43,,,,,,,,48,,,,,,,,48,,,,,,,,3,-1,2,3f5b89b0-3386-11e3-a3e4-88532e617cea
,,35,1991,1,12,1,3,none,none,95,,,,,,,,95,,,,,,,,money,war,55,,,,,,,,55,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,3,3f5bb188-3386-11e3-a3e4-88532e617cea
,,63,1992,1,17,1,1,the war in iraq,the economy,3,,,,,,,,50,,,,,,,,national affairs,the budget,49,,,,,,,,49,,,,,,,,38,,,,,,,,38,,,,,,,,3,-1,4,3f5bd8b6-3386-11e3-a3e4-88532e617cea
,,34,1993,1,12,1,1,healthcare,economy,24,,,,,,,,50,,,,,,,,economy,healthcare,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,4,3f5c0444-3386-11e3-a3e4-88532e617cea
,,24,1994,2,15,2,1,abortion,economy,61,,,,,,,,50,,,,,,,, rf ,<rf>,96,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,3,-1,4,3f5c2b54-3386-11e3-a3e4-88532e617cea
,,29,1995,2,8,2,3,war,economy,4,,,,,,,,50,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,3,3f5c56a6-3386-11e3-a3e4-88532e617cea
,,41,1996,2,14,2,-1,religion,economy,64,,,,,,,,50,,,,,,,,economy,military,50,,,,,,,,50,,,,,,,,7,,,,,,,,7,,,,,,,,2,1,6,3f5c7da2-3386-11e3-a3e4-88532e617cea
,,35,1997,1,14,1,-1,economics,war in iraq,50,,,,,,,,3,,,,,,,,war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,2,5,5,3f5ca4da-3386-11e3-a3e4-88532e617cea
,,46,1998,1,14,1,1,abortion,national security,61,,,,,,,,5,,,,,,,,lack of truth,laziness/entitlement,71,,,,,,,,71,,,,,,,,30,71,,,,,,,71,30,,,,,,,3,-1,4,3f5ccc30-3386-11e3-a3e4-88532e617cea
,,25,1999,1,12,1,-1,economy,war,50,,,,,,,,4,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3f5d016e-3386-11e3-a3e4-88532e617cea
,,27,2000,1,14,1,3,war,economy,4,,,,,,,,50,,,,,,,,economy,international relations,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,3,-1,3,3f5d2ad6-3386-11e3-a3e4-88532e617cea
,,52,2001,1,14,1,5,economy,middle east in general,50,,,,,,,,2,,,,,,,,financial markets,iraq,51,,,,,,,,51,,,,,,,,3,,,,,,,,3,,,,,,,,3,-1,2,3f5d52cc-3386-11e3-a3e4-88532e617cea
,,85,2002,1,7,1,-1,a black candidate,support of all races and cultures of a black candidate,48,,,,,,,,32,48,,,,,,,war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3f5d7aa4-3386-11e3-a3e4-88532e617cea
,,48,2003,2,12,2,-1,concern for middle class,race card issue,30,,,,,,,,32,,,,,,,,economy,unemployment,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,1,5,1,3f5da48e-3386-11e3-a3e4-88532e617cea
,,38,2004,1,14,1,-1,economy,war,50,,,,,,,,4,,,,,,,,economy,war - relations with other countries,50,,,,,,,,50,,,,,,,,4,13,,,,,,,4,13,,,,,,,2,1,6,3f5dce14-3386-11e3-a3e4-88532e617cea
